@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class {Angry,Sad,Happy,Disgust,Neutral,Fear}

@data
0,0,0,0,0,0.27,0.27,0.47,0.65,0.22,0.43,0.47,0.64,1.04,0.4,0,Disgust
0,0,0,0.09,0,0.58,1.26,0.42,0.42,0.15,0.32,0.23,0.39,1.96,1.74,0.17,Fear
0,0,0.17,0.29,0,0.9,0.28,0,0,0,0.28,0,1.35,1.01,0.41,0.47,Happy
0,0,0,0,0,0.81,0.85,0,0.09,0,0.09,0,0.87,1.02,0.27,0,Neutral
0,0,0,0,0,0.86,1.22,0.17,0.24,0,0.37,0.07,0.5,1.47,1.1,0,Sad
0,0,0,0.07,0,0,0.49,0.07,0.16,0,0.65,0,0.41,0.85,0.92,0.48,Angry
0,0,0,0,0,0.86,0.92,0,0,0,0.09,0,0.85,1.35,0.5,0,Disgust
0,0,0,0,0,0.83,1.01,0.12,0.4,0,0.69,0,0.71,1.7,0.99,0,Fear
0,0,0,0,0,0.14,0.8,0.29,0.55,0.15,1.22,0.29,1.21,1.35,0.3,0,Happy
0,0,0,0,0,0.4,0.69,0.25,0.18,0,0.41,0.18,0.76,0.94,0.18,0,Neutral
0,0,0,0.12,0,0.12,0.11,0,0,0,0.11,0,0.22,0.11,0,0.12,Sad
0,0,0,0,0,0.62,2.05,0,0.08,0,0.71,0,0,2.05,1.95,0,Angry
0,0,0,0,0,0.37,1.22,0.21,0.46,0.21,0.71,0.21,0.6,1.77,1.17,0,Disgust
0,0,0,0,0,0.65,2.06,0,0,0,0.57,0,1.75,2.06,0.31,0,Fear
0,0,0,0,0,1.28,0.87,0,0,0,0,0,0.09,1.35,1.16,0,Happy
