@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class {Angry,Sad,Happy,Disgust,Neutral,Fear}

@data
0.37,0,0,0,0,0,0,0,0,0,0,0,0.37,0,1.53,1.9,Disgust
0,0,0,1.4,0,0,0,0,0,0,0,0,0.37,0,3.18,3.55,Fear
0,0,0,0.76,0,0.48,0.7,0,0,0,0.7,0,1.46,1.19,0.49,0.76,Happy
0,0,0,1.15,0,0.55,0.55,0,0,0,0,0,0,0.92,1.7,0.79,Neutral
0,0.15,0.58,0.15,0.58,1.16,0.93,0,0,0,0,0,1.61,1.16,1.87,2.32,Sad
1.35,0,1.32,0,1.32,0,0,0,0,0,0,0,0.43,0,1.61,2.04,Angry
0.38,0,0.32,0,0.83,0.42,0,0,0,0,0,0,0.58,0.42,1.05,1.22,Disgust
1.49,0,0.74,0,0.38,0.68,0.45,0,0,0,0,0,1.18,1.12,2.5,2.56,Fear
0,0,0.2,0.4,0,0.77,0,0,0,0,0,0,0.6,0.87,1.17,0.7,Happy
0.15,0,0.15,0.23,0,2.03,0,0,0,0,0,0,0.15,2.03,2.27,0.39,Neutral
0.9,0,0.98,0,0,0.15,0,0,0,0,0,0,1.57,0.15,1.45,1.88,Sad
0,0,0,1.8,0,1.8,0,0,0,0,0,0.18,0.43,0,1.98,2.41,Angry
0,0,0.06,0.33,0,0.18,0.45,0,0,0,0.28,0,0.6,0.45,2.13,2.28,Disgust
0,0,0.68,0.58,0.68,0.32,0.32,0,0,0,0,0,0.57,0.32,1.85,2.28,Fear
0,0,0.85,0,0.25,0,0.9,0,0.9,0,0.9,0,0.95,0.9,1.7,1.4,Happy
0,0,0,2.61,0,1.42,0,0,0,0,0,0,1.42,0,1.37,2.78,Neutral
0,0,0,2.07,0,2.07,0.38,0,0,0,0,0,0,0.38,2.68,2.3,Sad
